Track,Artist,Album Name,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,Explicit Track,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Angel Baby,Troye Sivan,Angel Baby,9/9/2021,AUUM72100371,554,64.9,533416336.0,68.0,293168763.0,4418855338.0,0,2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,Angel Baby,82,220779,False,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,4,dance
Chandelier,Sia,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,1/1/2014,USRC11400498,569,63.8,1729264620.0,75.0,3137616905.0,1176707701.0,0,4VrWlk8IQxevMvERoX08iC,Sia,1000 Forms Of Fear,Chandelier,80,216120,False,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,dance
Cheap Thrills,Sia,Cheap Thrills,12/17/2015,USRC11502935,580,63.2,1779046979.0,70.0,2306432379.0,925857941.0,0,27SdWb2rFzO6GWiYDBTD9j,Sia,This Is Acting,Cheap Thrills,78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance
Yummy,Justin Bieber,Yummy,1/3/2020,USUM71923046,579,63.2,792379282.0,62.0,887226751.0,2580705782.0,0,7eLvCsLfaeSHeezjOwJ96E,Justin Bieber,pov: it's 2020,Yummy,0,208520,False,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,4,pop
Too Good At Goodbyes,Sam Smith,Too Good At Goodbyes,9/8/2017,GBUM71704089,584,62.9,2061017397.0,78.0,1988375859.0,118957400.0,0,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,83,201000,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,dance
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,9/23/2016,USUM71702833,589,62.6,2043626431.0,80.0,1683710842.0,544400947.0,0,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,dance
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,9/23/2016,USUM71702833,589,62.6,2043626431.0,80.0,1683710842.0,544400947.0,0,2NHF4FRoRRCn6dk1IDhbZN,Shawn Mendes,Tutti in piscina Canzoni per bambini,There's Nothing Holdin' Me Back,2,199440,False,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,4,dance
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,9/23/2016,USUM71702833,589,62.6,2043626431.0,80.0,1683710842.0,544400947.0,0,5MZZQa87BkOniShwQqxBsj,Shawn Mendes,Fiesta de disfraces vol. II,There's Nothing Holdin' Me Back,0,199440,False,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,4,dance
In The Stars,Benson Boone,In The Stars,4/29/2022,USWB12201574,597,61.9,725214939.0,74.0,204956968.0,2046007902.0,0,1ei3hzQmrgealgRKFxIcWn,Benson Boone,In The Stars,In The Stars,86,216410,False,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,3,pop
Call Out My Name,The Weeknd,"My Dear Melancholy,",3/29/2018,USUG11800560,603,61.6,1780889877.0,79.0,1366385062.0,742902070.0,0,09mEdoA6zrmBPgTEN5qXmN,The Weeknd,"My Dear Melancholy,",Call Out My Name,89,228373,False,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,pop
Mask Off,Future,EPIC AF,1/1/2017,USSM11701444,614,61.3,1596770801.0,77.0,1296329209.0,2521784913.0,1,0VgkVdmE4gld66l8iyGjgx,Future,FUTURE,Mask Off,83,204600,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4,hip-hop
You Raise Me Up,Josh Groban,Closer (20th Anniversary Deluxe Edition),11/17/2023,USRE12300484,618,61.2,124486631.0,,,,0,1xugsCboIm1yILqpLvH9aD,Josh Groban,Closer (Special Edition),You Raise Me Up,61,292333,False,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,4,opera
Maan Meri Jaan,King,Champagne Talk,10/12/2022,INW272200083,621,61.0,467454503.0,71.0,627711778.0,189880241.0,0,1418IuVKQPTYqt7QNJ9RXN,King,Champagne Talk,Maan Meri Jaan,66,194653,False,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,4,hip-hop
SICKO MODE,Travis Scott,ASTROWORLD,8/3/2018,USSM11806660,626,60.9,2134271997.0,77.0,271517371.0,2562546341.0,1,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop
The Kind of Love We Make,Luke Combs,The Kind of Love We Make,6/17/2022,US6XF2200076,628,60.6,470340261.0,75.0,123212252.0,395041727.0,0,28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,82,224426,False,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4,country
One Step Closer,Linkin Park,Papercuts,4/12/2024,USWB11201316,640,59.8,687919107.0,,,,0,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,Hybrid Theory (Bonus Edition),One Step Closer,78,157333,False,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,alternative
One Step Closer,Linkin Park,Papercuts,4/12/2024,USWB11201316,640,59.8,687919107.0,,,,0,1qIQeMHFw09UjBpgrsrdys,Linkin Park,Hybrid Theory (20th Anniversary Edition),One Step Closer,52,157333,False,0.492,0.969,9,-4.419,1,0.0492,0.00144,1.36e-06,0.0789,0.538,95.137,4,grunge
One Step Closer,Linkin Park,Papercuts,4/12/2024,USWB11201316,640,59.8,687919107.0,,,,0,4bYLTrlcqctyHck3fjhMgW,Linkin Park,Hybrid Theory,One Step Closer,47,157333,False,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,grunge
Faded,Alan Walker,Faded,12/4/2015,NOG841549010,653,59.4,1943842010.0,75.0,439888055.0,4682512450.0,0,698ItKASDavgwZ3WjaWjtz,Alan Walker,Different World,Faded,80,212106,False,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,electro
Faded,Alan Walker,Faded,12/4/2015,NOG841549010,653,59.4,1943842010.0,75.0,439888055.0,4682512450.0,0,7gHs73wELdeycvS48JfIos,Alan Walker,Faded,Faded,72,212626,False,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,4,electro
Radioactive,Imagine Dragons,Hear Me EP,1/1/2012,USUM71201074,654,59.3,1836362703.0,75.0,1838544809.0,640674307.0,0,62yJjFtgkhUrXktIoSjgP2,Imagine Dragons,Night Visions,Radioactive,80,186813,False,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4,rock
hot girl bummer,blackbear,hot girl bummer,8/23/2019,USUG11902959,658,59.2,1265080733.0,70.0,356598545.0,579006925.0,1,6jRq8gaZhMUyy5RclRPcAf,blackbear,everything means nothing,hot girl bummer,80,188343,True,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,1,electro
Heartbreak Anniversary,Giveon,HEARTBREAK ANNIVERSARY,2/21/2020,USSM12000998,665,59.1,1157206056.0,75.0,158131164.0,3272868374.0,0,3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,TAKE TIME,Heartbreak Anniversary,84,198370,False,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,pop
Tennessee Whiskey,Chris Stapleton,Tennessee Whiskey,4/28/2015,USUM71418088,661,59.1,954073526.0,77.0,1153379467.0,243324273.0,0,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Traveller,Tennessee Whiskey,81,293293,False,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,6XjFkmGaUioM800RmFSV8r,Kodak Black,"#Multiverse, If the Multiverse Is Real",Super Gremlin,4,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,4JLeg2RgRkPg5Y4BLWwQjn,Kodak Black,Totally Rap,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,5RgN2LdqCGnxztU1cTNJjf,Kodak Black,New Rap 20s,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,19b4vDb9mrs4WFh42ySOi7,Kodak Black,Gaming Songs 2022: Hard Mode,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,0osMWCvwxing4xMPbMEMJY,Kodak Black,New Grooves,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,0mCPTRXERMDFEFLBjE99ZU,Kodak Black,On Chill - Rap & RnB,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,7blZJHDpI8TWDm2a2Q7QS7,Kodak Black,Summer Music Festival Hits,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,0Nb0A0yuiYHiVyMyZm0Wh8,Kodak Black,The Hip Hop Collection,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,10/30/2021,USAT22107295,672,58.8,416955991.0,63.0,174009595.0,1163709610.0,1,2xE3KRNQc2AGpV95NsvGfg,Kodak Black,Contemporary Hip Hop,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
Natural,Imagine Dragons,Natural,7/17/2018,USUM71806694,674,58.8,1228556153.0,75.0,1220581919.0,396994100.0,0,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Origins (Deluxe),Natural,82,189466,False,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,4,rock
High Hopes,Panic! At The Disco,High Hopes On Saturday Night,5/23/2018,USAT21801174,678,58.7,1602076880.0,75.0,284427491.0,790904602.0,0,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,High Hopes,81,190946,False,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4,rock
Build a Bitch,Bella Poarch,Build a Bitch,5/14/2021,USWB12101016,682,58.5,452542081.0,63.0,575228171.0,10270227664.0,1,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a Bitch,76,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative
Build a Bitch,Bella Poarch,Build a Bitch,5/14/2021,USWB12101016,682,58.5,452542081.0,63.0,575228171.0,10270227664.0,1,7qS6cgQmdUDSy8Y7ZtfjYZ,Bella Poarch,New Pop Icons,Build a Bitch,0,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative
Build a Bitch,Bella Poarch,Build a Bitch,5/14/2021,USWB12101016,682,58.5,452542081.0,63.0,575228171.0,10270227664.0,1,0Aqh9as9BCV339QC3LTSN2,Bella Poarch,Baddest of Them All,Build a Bitch,0,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative
Streets,Doja Cat,Hot Pink,11/7/2019,USRC11903460,686,58.3,1056939084.0,75.0,702463556.0,3347862526.0,1,60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Hot Pink,Streets,83,226986,True,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,dance
Therefore I Am,Billie Eilish,Therefore I Am,11/12/2020,USUM72021500,695,57.9,805133547.0,67.0,357556016.0,2252801256.0,0,0OZYXc58HooMgBNWyp6cuO,Billie Eilish,pov: it's 2021,Therefore I Am,2,174321,False,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,electro
Therefore I Am,Billie Eilish,Therefore I Am,11/12/2020,USUM72021500,695,57.9,805133547.0,67.0,357556016.0,2252801256.0,0,54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,Therefore I Am,75,174321,False,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,electro
Therefore I Am,Billie Eilish,Therefore I Am,11/12/2020,USUM72021500,695,57.9,805133547.0,67.0,357556016.0,2252801256.0,0,20R4HfKloPKgXDqU7UKk3x,Billie Eilish,Happier Than Ever,Therefore I Am,73,173539,False,0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016,4,electro
New Rules,Dua Lipa,Summer Beats 2018,7/20/2018,TRAA31800147,698,57.8,,,3090849766.0,,0,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,Dua Lipa (Deluxe),New Rules,81,209320,False,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,dance
New Rules,Dua Lipa,Summer Beats 2018,7/20/2018,TRAA31800147,698,57.8,,,3090849766.0,,0,2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa,Dua Lipa (Complete Edition),New Rules,60,209320,False,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,dance
Stitches,Shawn Mendes,Stitches,2/10/2015,USUM71500658,700,57.8,1907768690.0,69.0,2115112270.0,403748250.0,0,3zkWCteF82vJwv0hRLba76,Shawn Mendes,Handwritten,Stitches,80,206880,False,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,4,dance
Stitches,Shawn Mendes,Stitches,2/10/2015,USUM71500658,700,57.8,1907768690.0,69.0,2115112270.0,403748250.0,0,5Kp7q6pTH8NW4bsxuANUpe,Shawn Mendes,Tutti in piscina Canzoni per bambini,Stitches,1,206879,False,0.736,0.74,10,-6.662,0,0.0912,0.0174,0.0,0.0481,0.737,74.99,4,dance
New Divide,Linkin Park,Papercuts,4/12/2024,USWB12400679,706,57.6,340239513.0,,,,0,6Wx88Mv6b9ofjKMKkdwOJd,Linkin Park,Transformers: Revenge Of The Fallen The Album,New Divide,70,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,alternative
New Divide,Linkin Park,Papercuts,4/12/2024,USWB12400679,706,57.6,340239513.0,,,,0,6uXDMINfe9KJETjkzekznW,Linkin Park,New Divide (Int'l DMD Maxi),New Divide,55,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,grunge
New Divide,Linkin Park,Papercuts,4/12/2024,USWB12400679,706,57.6,340239513.0,,,,0,7EbpUdQ4nQ5VnnFlZjvqYl,Linkin Park,Iridescent,New Divide,56,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,grunge
34+35,Ariana Grande,Positions,10/30/2020,USUM72020423,727,56.8,978617707.0,70.0,722372895.0,359903081.0,1,6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,Positions,34+35,81,173710,True,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,dance
Permission to Dance,BTS,Butter / Permission to Dance,7/9/2021,QMFME2102684,728,56.8,675763141.0,68.0,881072427.0,3653167411.0,0,3XYRV7ZSHqIRDG87DKTtry,BTS,Permission to Dance,Permission to Dance,80,187585,False,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,4,k-pop
changes,XXXTENTACION,changes,3/2/2018,USUG11800211,729,56.8,1366479990.0,70.0,1002422657.0,1763949180.0,0,7AFASza1mXqntmGtbxXprO,XXXTENTACION,?,changes,80,121886,False,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4,emo
changes,XXXTENTACION,changes,3/2/2018,USUG11800211,729,56.8,1366479990.0,70.0,1002422657.0,1763949180.0,0,46O95G64syn8lDSFBMzfOP,XXXTENTACION,slow songs,changes,27,121886,False,0.669,0.308,11,-10.069,1,0.029,0.883,0.0,0.0984,0.52,64.936,4,emo
changes,XXXTENTACION,changes,3/2/2018,USUG11800211,729,56.8,1366479990.0,70.0,1002422657.0,1763949180.0,0,3jLk18JaCL9sFo9xSDup4A,XXXTENTACION,? (Deluxe),changes,44,121886,False,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4,emo
Sunday Best,Surfaces,Where the Light Is,8/28/2018,TCAEA1802695,733,56.6,952626904.0,16.0,195696821.0,2800998751.0,0,1Cv1YLb4q0RzL6pybtaMLo,Surfaces,Where the Light Is,Sunday Best,77,158571,False,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,4,soul
Sunday Best,Surfaces,Where the Light Is,8/28/2018,TCAEA1802695,733,56.6,952626904.0,16.0,195696821.0,2800998751.0,0,6vEYvmuFnLtBKa7lVuTSr5,Surfaces,Autumn Vibes 2022,Sunday Best,0,158638,False,0.87,0.566,5,-5.659,1,0.0461,0.157,0.0,0.0735,0.724,111.999,4,soul
Sunday Best,Surfaces,Where the Light Is,8/28/2018,TCAEA1802695,733,56.6,952626904.0,16.0,195696821.0,2800998751.0,0,56T7KgKLvvChjgrgMGqg8Q,Surfaces,pov: it's 2019,Sunday Best,0,158638,False,0.87,0.566,5,-5.659,1,0.0461,0.157,0.0,0.0735,0.724,111.999,4,soul
Sunday Best,Surfaces,Where the Light Is,8/28/2018,TCAEA1802695,733,56.6,952626904.0,16.0,195696821.0,2800998751.0,0,1DA1HMWSAGuL9UWZlAWer6,Surfaces,Sunny Mornings,Sunday Best,0,158638,False,0.87,0.566,5,-5.659,1,0.0461,0.157,0.0,0.0735,0.724,111.999,4,soul
Trap Queen,Fetty Wap,Trap Queen,12/15/2014,QM7XC1400004,744,56.2,1182373720.0,70.0,1260463421.0,414475658.0,1,2d8JP84HNLKhmd6IYOoupQ,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,74,222093,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4,j-dance
Attention,Charlie Puth,Attention,4/20/2017,USAT21700928,768,55.3,1800254516.0,75.0,1875529996.0,759021013.0,0,5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,83,208786,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,dance
Let Me Down Slowly,Alec Benjamin,Let Me Down Slowly,5/25/2018,USAT21802284,769,55.3,1709991997.0,80.0,1447964376.0,2833687729.0,0,2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,Narrated For You,Let Me Down Slowly,85,169353,False,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4,electro
Sucker,Jonas Brothers,Sucker,3/1/2019,USUG11900515,775,55.0,1411856834.0,73.0,641158161.0,280853608.0,0,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Happiness Begins,Sucker,81,181026,False,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,dance
Alone,Marshmello,Alone,5/13/2016,CA6D21600147,776,55.0,561103984.0,65.0,3130843590.0,462245126.0,0,3MEYFivt6bilQ9q9mFWZ4g,Marshmello,Alone,Alone,73,273802,False,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4,dance
GOOBA,6ix9ine,GOOBA,5/8/2020,QZA742002191,780,54.8,472027271.0,2.0,1012949756.0,4846286370.0,1,1XdbvPWz4lhyRBMz9cBy8b,6ix9ine,TattleTales,GOOBA,71,132303,True,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,4,emo
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch (Instrumental),Light Switch,77,187703,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,4PyO3Wk49zC4HUphstVama,Charlie Puth,Feeling Good,Light Switch,0,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,3GTg5ll9EJ7MLkOfxyiwIb,Charlie Puth,Today's Party Hits,Light Switch,0,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,0CGkdIKWvQsgr3zM25jNa8,Charlie Puth,Happy Commute,Light Switch,0,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,6iar9MQ4cUSV3F3coFilLe,Charlie Puth,Upbeat 20's,Light Switch,5,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,2D79R8Viv0SmQk60ug26by,Charlie Puth,20s Love Songs,Light Switch,2,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,7neYKRTvBKRI6WbB92rndO,Charlie Puth,Hit After Hit,Light Switch,0,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,3CnbQN1Meotw8tBlReHg7q,Charlie Puth,Cardio Tracks,Light Switch,0,185680,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,1jEBSDN5vYViJQr78W7jr2,Charlie Puth,CHARLIE,Light Switch,71,187703,False,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,4,dance
Light Switch,Charlie Puth,Light Switch (Instrumental),1/19/2022,USAT22107359,782,54.7,593554969.0,67.0,284499511.0,4729678365.0,0,5Q4lCfjJ1aht8YZOGFbC5U,Charlie Puth,CHARLIE,Light Switch,66,187703,False,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,4,dance
Freaks,Surf Curse,Freaks,5/15/2021,USAT22102269,791,54.6,1089328286.0,77.0,256738121.0,2110692.0,0,7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Freaks,86,147062,False,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4,indie-pop
Freaks,Surf Curse,Freaks,5/15/2021,USAT22102269,791,54.6,1089328286.0,77.0,256738121.0,2110692.0,0,7gJt7kfEVdsJevCOShRwrg,Surf Curse,La Fine dell'Estate,Freaks,1,147062,False,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4,indie-pop
Breaking the Habit,Linkin Park,Papercuts,4/12/2024,USWB12401898,802,54.2,428629823.0,,,,0,3dxiWIBVJRlqh9xk144rf4,Linkin Park,Meteora (Bonus Edition),Breaking the Habit,71,196906,False,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,4,alternative
Breaking the Habit,Linkin Park,Papercuts,4/12/2024,USWB12401898,802,54.2,428629823.0,,,,0,6n8TMVyFKoUmDc4apxceRD,Linkin Park,Meteora,Breaking the Habit,66,196906,False,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,4,grunge
Normal,Feid,Normal,7/8/2022,USUM72211935,804,54.1,724772954.0,76.0,395704504.0,237386912.0,1,1qcWuAqrckB7uoAxVnrBDm,Feid,Perreo en Halloween,Normal,6,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latin
Normal,Feid,Normal,7/8/2022,USUM72211935,804,54.1,724772954.0,76.0,395704504.0,237386912.0,1,0z36xwxw8zG1kBtQuZNYMU,Feid,FELIZ CUMPLEAÑOS,Normal,4,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latin
Normal,Feid,Normal,7/8/2022,USUM72211935,804,54.1,724772954.0,76.0,395704504.0,237386912.0,1,5I0cjHs6AmHbp2ivVhdgCT,Feid,Reggaeton Mix Perreito,Normal,2,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latin
